Sentence|Gloss
娘のbed timeはもう少し遅くしてもいいと思う。|I think we can push our daughter's bedtime back a little.
赤ちゃんがやっとsolidな食べ物を食べられるようになった。|The baby can finally eat solid food.
子育てはとてもrewardingだけど、疲れることも多い。|Parenting is very rewarding, but it's often exhausting too.
うちの子はとてもcuriousで、何でも触りたがる。|Our child is very curious and wants to touch everything.
今日の学校のlunchは何だったか覚えてる？|Do you remember what today's school lunch was?
兄はいつも妹のrole modelになろうとしている。|My older brother always tries to be a role model for his little sister.
子どもたちはweekendに公園で一日中遊んでいた。|The kids played in the park all day on the weekend.
娘はバレエのrecitalに向けて毎日練習している。|My daughter practices every day for her ballet recital.
夜中に赤ちゃんのcryingで何度も目が覚めた。|I woke up several times in the night from the baby's crying.
息子のallergy検査の結果が今日届いた。|My son's allergy test results arrived today.
子どもに健康的なsnackを食べさせるのが意外と難しい。|Getting children to eat healthy snacks is surprisingly difficult.
妻は出産後もとてもactiveに動き回っている。|My wife is very active and moving around even after giving birth.
二人目の子どものnameをまだ決めていない。|We haven't decided on a name for our second child yet.
娘はschool tripの話を嬉しそうにしていた。|My daughter was happily talking about her school trip.
子どもが初めてbicycleに乗れたとき、涙が出た。|I cried when my child rode a bicycle for the first time.
息子のbed roomをもっと片付けてほしい。|I want my son to tidy up his bedroom more.
うちの子はとてもsensitiveで、怒られるとすぐ泣く。|Our child is very sensitive and cries quickly when scolded.
毎朝のroutineをしっかり守らせるようにしている。|We try to make sure they stick to their morning routine properly.
子どもたちのoutdoor活動の時間を増やしたい。|I want to increase the children's time for outdoor activities.
娘のfavoriteな絵本を毎晩読み聞かせている。|I read my daughter's favorite picture book to her every night.
息子はstubborn過ぎて、話を聞かないことが多い。|My son is too stubborn and often won't listen.
赤ちゃんの初めてのstepを動画に収めることができた。|I managed to capture the baby's first steps on video.
子どもの成長を見るのはとてもspecialな体験だ。|Watching a child grow is a very special experience.
兄弟げんかのafter、二人はすぐ仲直りしていた。|After the sibling fight, the two of them made up quickly.
息子はnature大好きで、虫をいつも集めている。|My son loves nature and is always collecting insects.
